id,lon,lat
46381815,4.9092828,52.370387099999995
5629072621,4.8990838,52.3790092
4482759751,4.9029228,52.367799299999994
7595000146,4.908536799999999,52.3707153
1565648142,4.9030699,52.3763721
5629071979,4.9000781,52.378641699999996
6841973877,4.8828197,52.373944699999996
9959600312,4.899928399999999,52.3779438
5799950272,4.8946815,52.3743467
8015802422,4.9086931,52.3700268
5629072686,4.9038758,52.377783
7153138098,4.8924517,52.3699586
9807447215,4.8988387,52.3785096
16568167,4.8990995,52.3778479
9807404662,4.9003517,52.3779342
5017068468,4.9100893,52.3767152
1360202001,4.9100950999999995,52.3695819
5629072527,4.9005985999999995,52.3788795
2724286231,4.895195,52.372295099999995
3183590952,4.8903469,52.373276399999995
61819295,4.892013599999999,52.3718195
46393690,4.9024298,52.3731541
452003285,4.8858616999999995,52.375530399999995
9822656274,4.9039207,52.3788116
3551688975,4.9011909,52.378819799999995
10861044415,4.883257899999999,52.378059799999996
9817514589,4.901983899999999,52.3771656
452003288,4.886178699999999,52.375248
8608994371,4.8935926,52.373119499999994
452388588,4.8977583,52.3682258
2673071065,4.9060808,52.3676707
9807464633,4.8982717,52.376983599999996
687718549,4.9049667,52.3680077
5017068554,4.904529,52.3776406
9986193276,4.8951668,52.3776437
46372884,4.8927949,52.368841499999995
9913510597,4.9100592,52.371791099999996
5629072762,4.9012721,52.3784269
46409469,4.8962318,52.3764672
725239255,4.8907197,52.370418199999996
2722212784,4.8888203,52.368859799999996
4672250947,4.8937984,52.3761861
5017068479,4.9102099,52.3769389
9309844909,4.901905,52.378969399999995
10991922000,4.8798824,52.376919
5017068478,4.909972799999999,52.3769251
9817514610,4.9011133,52.377071699999995
7611931966,4.8983259,52.3768305
4239312233,4.9002921,52.3784669
3177724826,4.8889971999999995,52.3685116
9817573724,4.9003784999999995,52.376947099999995
1069444488,4.892758499999999,52.3723579
46372974,4.8892521,52.3689574
1994069608,4.8885742,52.3733705
3175895438,4.8953245,52.3791516
9807434395,4.8983075,52.3770891
46384790,4.894947,52.371292
5017070402,4.9102368,52.376905199999996
4866537203,4.8952485999999995,52.3723775
9959600356,4.8970044999999995,52.3780328
9407660845,4.903823,52.375371099999995
3673371600,4.9026854,52.378924299999994
6853488233,4.8981053,52.3791492
3187736529,4.889649599999999,52.3733465
1894602882,4.8968124,52.3712162
2020569069,4.887074,52.3733493
452003284,4.885746699999999,52.3755157
5629072618,4.899245,52.3791745
452388600,4.9016059,52.3710181
5017070061,4.900246999999999,52.3791223
8261991365,4.9090492999999995,52.3706847
6744452236,4.8991546,52.3782813
456854651,4.9097761,52.369211899999996
836274817,4.9009542999999995,52.369680499999994
9407636383,4.9066968,52.3734585
5424713426,4.900269499999999,52.3778565
9807404628,4.9009029,52.377885299999996
442122356,4.8972077,52.369718199999994
2300344131,4.886309,52.3789382
3687015960,4.8808687,52.377874899999995
5933448324,4.9040862,52.374914499999996
9309844899,4.9012369,52.3782825
46396070,4.8994054,52.373668699999996
7412318355,4.9006542,52.3751682
46405682,4.9031065,52.375675799999996
10863737627,4.8874667999999994,52.3712442
46406646,4.8805061,52.375887899999995
1071576387,4.8904156,52.3732165
5629072707,4.9015395999999996,52.3787455
9844170840,4.8901167,52.370644
9959600369,4.9002941,52.3778618
1307659873,4.9033302999999995,52.3678294
5836471456,4.9024529,52.376875399999996
5573282480,4.900449,52.3785245
9986193242,4.8928541999999995,52.375676299999995
