id,osm_id,source,target,length,foot,car_forward,car_backward,bike_forward,bike_backward,train,wkt
4745774-0,4745774,26605707,1360288007,7.802014800596145,Allowed,Forbidden,Forbidden,Track,Track,Forbidden,"LINESTRING(4.8890932 52.3703050, 4.8889884 52.3702764)"
4745774-1,4745774,1360288007,6316199,42.44467884034033,Allowed,Forbidden,Forbidden,Track,Track,Forbidden,"LINESTRING(4.8889884 52.3702764, 4.8885281 52.3701703, 4.8884718 52.3701680, 4.8883961 52.3701725)"
7370599-0,7370599,46390816,46389118,32.715805175821544,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9026583 52.3725298, 4.9025189 52.3722485)"
7370599-1,7370599,46389118,46388186,21.634889376595208,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9025189 52.3722485, 4.9024164 52.3720645)"
7370599-2,7370599,46388186,46386051,56.54169258338322,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9024164 52.3720645, 4.9022263 52.3716289, 4.9021922 52.3715757)"
7370599-3,7370599,46386051,46384589,47.18421610347593,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9021922 52.3715757, 4.9021639 52.3715353, 4.9020206 52.3713503, 4.9019160 52.3712447, 4.9018573 52.3712072)"
7370599-4,7370599,46384589,46383801,25.939775865677003,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9018573 52.3712072, 4.9015935 52.3710388)"
7370605-0,7370605,46382488,46383113,34.84530361140088,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9013037 52.3707210, 4.9013522 52.3707588, 4.9013644 52.3707683, 4.9014152 52.3707970, 4.9016816 52.3709309)"
7370605-1,7370605,46383113,46385484,78.31863163475137,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9016816 52.3709309, 4.9022227 52.3712186, 4.9022516 52.3712403, 4.9022713 52.3712676, 4.9023842 52.3714635)"
7370605-2,7370605,46385484,46387468,57.08622590175967,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9023842 52.3714635, 4.9026222 52.3719553)"
7370607-0,7370607,46371578,430820685,56.91202822604401,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9019095 52.3685841, 4.9023829 52.3690058)"
7370608-0,7370608,46371369,430820687,11.53399277410197,Allowed,Forbidden,Forbidden,Track,Track,Forbidden,"LINESTRING(4.9037566 52.3685302, 4.9037167 52.3684951, 4.9037114 52.3684343)"
7370610-0,7370610,46380486,46381571,41.93622832523357,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9015884 52.3703659, 4.9016973 52.3703755, 4.9021062 52.3705585)"
7370610-1,7370610,46381571,46383661,89.52192107308669,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9021062 52.3705585, 4.9031737 52.3710296)"
7370610-2,7370610,46383661,46384703,50.406051373698254,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9031737 52.3710296, 4.9037649 52.3713030)"
7370610-3,7370610,46384703,46385947,49.92496281423887,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9037649 52.3713030, 4.9043685 52.3715586)"
7370611-0,7370611,46379163,46376975,63.000595053390306,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9024545 52.3700943, 4.9024982 52.3700464, 4.9029011 52.3697449, 4.9030652 52.3696753)"
7370616-0,7370616,8015802415,7715002108,20.302954242014184,Allowed,Tertiary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9089801 52.3697242, 4.9088278 52.3698811)"
7370616-1,7370616,7715002108,8015802422,18.631671999208386,Allowed,Tertiary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9088278 52.3698811, 4.9087155 52.3700059, 4.9086931 52.3700268)"
7370650-0,7370650,46370197,4573533254,44.92111291718338,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9018102 52.3682441, 4.9023608 52.3680209)"
7370650-1,7370650,4573533254,4489285111,23.157003648622176,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9023608 52.3680209, 4.9026479 52.3679089)"
7370650-2,7370650,4489285111,46368820,3.778430547147667,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9026479 52.3679089, 4.9026784 52.3678967, 4.9026944 52.3678903)"
7370650-3,7370650,46368820,5691535353,1.9597471816304826,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9026944 52.3678903, 4.9027179 52.3678801)"
7370656-0,7370656,46371369,1291474084,4.099382135969987,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9037566 52.3685302, 4.9037074 52.3685515)"
7370656-1,7370656,1291474084,8112570534,95.34711529171311,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9037074 52.3685515, 4.9036484 52.3685759, 4.9025459 52.3690318)"
7370656-2,7370656,8112570534,46373857,8.31631639977516,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9025459 52.3690318, 4.9024446 52.3690737)"
7370661-0,7370661,46396666,5887993269,118.7997309827903,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9039595 52.3738064, 4.9036064 52.3743307, 4.9035903 52.3743543, 4.9035837 52.3743753, 4.9035835 52.3743925, 4.9035894 52.3744159, 4.9037148 52.3747475, 4.9037385 52.3747846, 4.9037664 52.3748121)"
7370661-1,7370661,5887993269,299101769,4.099132490547051,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9037664 52.3748121, 4.9038025 52.3748416)"
7370664-0,7370664,46405682,5887993272,52.86884130866398,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9031065 52.3756758, 4.9030748 52.3756606, 4.9030410 52.3756306, 4.9030240 52.3756056, 4.9028931 52.3752271)"
7370664-1,7370664,5887993272,46399465,96.40746654397992,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9028931 52.3752271, 4.9026281 52.3745689, 4.9025578 52.3743856)"
7370664-2,7370664,46399465,46397847,43.7968107031033,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9025578 52.3743856, 4.9025580 52.3743486, 4.9025634 52.3743165, 4.9025806 52.3742828, 4.9027543 52.3740141)"
7370664-3,7370664,46397847,46395538,57.37517318278298,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9027543 52.3740141, 4.9030664 52.3735352)"
7370666-0,7370666,46381235,46382660,34.99586308169265,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9089712 52.3705114, 4.9085626 52.3707027)"
7370667-0,7370667,452388595,836274817,5.840639869993709,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9010149 52.3696433, 4.9009543 52.3696805)"
7370667-1,7370667,836274817,2785614687,9.431928099099284,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9009543 52.3696805, 4.9009322 52.3696958, 4.9009036 52.3697242, 4.9008802 52.3697517)"
7370667-2,7370667,2785614687,46378580,37.619380828131554,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9008802 52.3697517, 4.9008297 52.3698147, 4.9007761 52.3699325, 4.9007217 52.3700742)"
7370667-3,7370667,46378580,46381518,49.32733798250352,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9007217 52.3700742, 4.9006998 52.3701580, 4.9006355 52.3705141)"
7370670-0,7370670,8015802417,46375853,6.59451230294362,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9092355 52.3694587, 4.9093060 52.3694994)"
7370670-1,7370670,46375853,8015802416,23.230691169339522,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9093060 52.3694994, 4.9095127 52.3696656)"
7370671-0,7370671,46375937,452388630,9.187983682691245,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9029117 52.3695463, 4.9029911 52.3696131)"
7370679-0,7370679,46373857,290075209,7.343013590757566,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9024446 52.3690737, 4.9024902 52.3691335)"
7370679-1,7370679,290075209,8112541455,7.351817860909034,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9024902 52.3691335, 4.9025478 52.3691894)"
7370679-2,7370679,8112541455,46375937,46.79950688475449,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9025478 52.3691894, 4.9029117 52.3695463)"
7370683-0,7370683,8044791609,46378100,6.025042448566906,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(4.9049808 52.3698446, 4.9049313 52.3698895)"
7370692-0,7370692,46385113,1291587501,18.908386317384057,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9070667 52.3713688, 4.9069068 52.3715078)"
7370694-0,7370694,46384718,46386052,50.8221280807007,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(4.9026790 52.3713126, 4.9027186 52.3713319, 4.9032132 52.3715725, 4.9032637 52.3715972)"
7370696-0,7370696,46387468,46386052,59.07580491553873,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9026222 52.3719553, 4.9032637 52.3715972)"
7370696-1,7370696,46386052,46384703,47.254349408382694,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9032637 52.3715972, 4.9037097 52.3713364, 4.9037649 52.3713030)"
7370697-0,7370697,46386722,46388346,56.0027648835587,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9077710 52.3716972, 4.9072177 52.3720118, 4.9071982 52.3720327, 4.9072015 52.3720500)"
7370700-0,7370700,46387468,46388630,20.63065233897422,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9026222 52.3719553, 4.9027084 52.3721330)"
7370700-1,7370700,46388630,46390036,34.42376645272062,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9027084 52.3721330, 4.9027985 52.3723263, 4.9028792 52.3724227)"
7370703-0,7370703,46382877,7911865801,3.2482430540112954,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9094511 52.3708155, 4.9094154 52.3708349)"
7370703-1,7370703,7911865801,1291587475,1.5264098846441312,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9094154 52.3708349, 4.9093986 52.3708440)"
7370704-0,7370704,46382064,46381770,4.952514734567696,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9098653 52.3706005, 4.9099207 52.3705716)"
7370705-0,7370705,46381770,8112124441,26.505332559682326,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9099207 52.3705716, 4.9102028 52.3704072)"
7370710-0,7370710,46380016,46382415,62.386981695808046,Allowed,Forbidden,Forbidden,Track,Track,Forbidden,"LINESTRING(4.9045040 52.3702833, 4.9039706 52.3707394)"
7370715-0,7370715,452388603,46388186,2.7217444563556352,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9024471 52.3720488, 4.9024164 52.3720645)"
7370719-0,7370719,46386552,46387306,33.491339813178804,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9045827 52.3716557, 4.9049807 52.3718331)"
7370719-1,7370719,46387306,1291616927,19.599928384165445,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9049807 52.3718331, 4.9052140 52.3719366)"
7370719-2,7370719,1291616927,46388158,29.258169377691196,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9052140 52.3719366, 4.9055530 52.3720986)"
7370722-0,7370722,9117186306,46382990,7.7732093337240675,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9042013 52.3709265, 4.9042669 52.3708693)"
7370731-0,7370731,46374082,7517097418,6.076596092852541,Allowed,Tertiary,Tertiary,Allowed,Allowed,Forbidden,"LINESTRING(4.9099730 52.3690983, 4.9099085 52.3691361)"
7370732-0,7370732,46374887,6442255212,5.0885381472666085,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9096563 52.3692958, 4.9095889 52.3692759)"
7370734-0,7370734,46371578,2279605959,103.31879469621497,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9019095 52.3685841, 4.9031514 52.3680489)"
7370734-1,7370734,2279605959,46369689,2.2551283252521315,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9031514 52.3680489, 4.9031737 52.3680339)"
7370734-2,7370734,46369689,252098589,6.628332597254215,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9031737 52.3680339, 4.9031943 52.3679757)"
7370736-0,7370736,46369750,3781170152,52.10972595715512,Forbidden,Forbidden,Forbidden,Forbidden,Forbidden,Allowed,"LINESTRING(4.9100575 52.3681124, 4.9098014 52.3678462, 4.9096368 52.3677225)"
7370737-0,7370737,46376975,8273603781,11.36523477140461,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9030652 52.3696753, 4.9032027 52.3697334)"
7370744-0,7370744,46384703,9117186305,7.678457171333831,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9037649 52.3713030, 4.9038290 52.3712462)"
7370746-0,7370746,46385484,46384718,26.146016503424953,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9023842 52.3714635, 4.9026790 52.3713126)"
7370746-1,7370746,46384718,46383661,46.07507523149204,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9026790 52.3713126, 4.9031737 52.3710296)"
7370748-0,7370748,46385113,452388624,20.39926309230465,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9070667 52.3713688, 4.9073087 52.3714772)"
7370752-0,7370752,46386502,46386722,24.26162145268309,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9074935 52.3715601, 4.9077710 52.3716972)"
7370754-0,7370754,46390036,46387305,87.53929981503614,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9028792 52.3724227, 4.9038177 52.3718841)"
7370754-1,7370754,46387305,46385947,52.123974056342604,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9038177 52.3718841, 4.9042970 52.3716079, 4.9043685 52.3715586)"
7370756-0,7370756,46386052,46387305,49.412835262306636,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(4.9032637 52.3715972, 4.9033050 52.3716172, 4.9036058 52.3717629, 4.9038177 52.3718841)"
7370757-0,7370757,46382990,46382415,24.792096345943463,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9042669 52.3708693, 4.9039706 52.3707394)"
7370757-1,7370757,46382415,46379163,125.63315902516861,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9039706 52.3707394, 4.9025434 52.3701400, 4.9024545 52.3700943)"
7370774-0,7370774,46371369,46370309,23.811654457785977,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9037566 52.3685302, 4.9037997 52.3684570, 4.9038151 52.3684067, 4.9038045 52.3683220)"
7370778-0,7370778,46386722,299101778,87.02498409161234,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9077710 52.3716972, 4.9086088 52.3722884)"
7370781-0,7370781,46388346,7594716458,4.332982973164441,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9072015 52.3720500, 4.9072232 52.3720866)"
7370781-1,7370781,7594716458,299101775,70.59229760703978,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9072232 52.3720866, 4.9072787 52.3721142, 4.9080560 52.3724655)"
7370783-0,7370783,299101774,7973117108,51.689994690778725,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9073599 52.3728673, 4.9067373 52.3726006)"
7370784-0,7370784,46393123,299101772,82.7902273716413,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(4.9051803 52.3730901, 4.9059310 52.3735946, 4.9059994 52.3736406)"
7370786-0,7370786,46396666,299101771,78.51785239130854,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(4.9039595 52.3738064, 4.9046691 52.3742724, 4.9047434 52.3743245)"
7370788-0,7370788,299101761,46405684,10.313066131392798,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9031534 52.3756896, 4.9031907 52.3756944, 4.9032383 52.3756981, 4.9033039 52.3756965)"
7370794-0,7370794,687718495,1291587400,7.616790319994342,Allowed,Forbidden,Forbidden,Track,Forbidden,Forbidden,"LINESTRING(4.9043018 52.3684006, 4.9043815 52.3684487)"
7370794-1,7370794,1291587400,1291587573,57.41550308724324,Allowed,Forbidden,Forbidden,Track,Forbidden,Forbidden,"LINESTRING(4.9043815 52.3684487, 4.9044315 52.3684742, 4.9050570 52.3687583)"
7370794-2,7370794,1291587573,1291587450,89.72252989958581,Allowed,Forbidden,Forbidden,Track,Forbidden,Forbidden,"LINESTRING(4.9050570 52.3687583, 4.9053451 52.3688684, 4.9061770 52.3691849)"
7370794-3,7370794,1291587450,1291587528,20.609694869205267,Allowed,Forbidden,Forbidden,Track,Forbidden,Forbidden,"LINESTRING(4.9061770 52.3691849, 4.9064324 52.3692847)"
7370794-4,7370794,1291587528,1291587502,72.24538864218073,Allowed,Forbidden,Forbidden,Track,Forbidden,Forbidden,"LINESTRING(4.9064324 52.3692847, 4.9073382 52.3696243)"
7370794-5,7370794,1291587502,1291587422,20.216944292330965,Allowed,Forbidden,Forbidden,Track,Forbidden,Forbidden,"LINESTRING(4.9073382 52.3696243, 4.9075908 52.3697202)"
7370794-6,7370794,1291587422,8223731866,58.66791685264138,Allowed,Forbidden,Forbidden,Track,Forbidden,Forbidden,"LINESTRING(4.9075908 52.3697202, 4.9082871 52.3699817, 4.9083271 52.3699952)"
7370824-0,7370824,46387306,46388632,46.88152820945629,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(4.9049807 52.3718331, 4.9047001 52.3720053, 4.9047100 52.3720400, 4.9048687 52.3721452)"
7370825-0,7370825,46390324,46393123,106.82772171447586,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9063424 52.3724440, 4.9062114 52.3725216, 4.9051803 52.3730901)"
7370825-1,7370825,46393123,46396666,115.26802752363804,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9051803 52.3730901, 4.9040068 52.3737611, 4.9039780 52.3737848, 4.9039595 52.3738064)"
7370826-0,7370826,46390252,46393690,115.43989435798001,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9036010 52.3724296, 4.9034728 52.3725063, 4.9034432 52.3726045, 4.9031546 52.3727569, 4.9024298 52.3731541)"
7370827-0,7370827,46389402,46390252,19.227382778441797,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9034203 52.3722967, 4.9036010 52.3724296)"
7370827-1,7370827,46390252,46391243,33.61509833060882,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9036010 52.3724296, 4.9039178 52.3726615)"
7370827-2,7370827,46391243,46392276,28.159387034556143,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9039178 52.3726615, 4.9041837 52.3728555)"
7370830-0,7370830,46395538,46392276,107.82934601256947,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9030664 52.3735352, 4.9031402 52.3734498, 4.9032044 52.3733995, 4.9041837 52.3728555)"
7370830-1,7370830,46392276,46388158,125.5379291769407,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9041837 52.3728555, 4.9055530 52.3720986)"
7370841-0,7370841,46414075,457209289,56.15597488904419,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9091297 52.3774181, 4.9099419 52.3773251)"
7370842-0,7370842,8991532401,10751398467,54.0216939708078,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9073280 52.3775939, 4.9072542 52.3773754, 4.9072202 52.3773117, 4.9071871 52.3772701, 4.9071467 52.3772482, 4.9071117 52.3772427, 4.9070714 52.3772409, 4.9069605 52.3772554)"
7370842-1,7370842,10751398467,3758758917,13.153581535882305,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9069605 52.3772554, 4.9068781 52.3772661, 4.9067688 52.3772649)"
7370842-2,7370842,3758758917,3758758919,31.781218206554843,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9067688 52.3772649, 4.9068644 52.3772212, 4.9071980 52.3771602)"
7370846-0,7370846,46414075,10751398459,47.91937339052484,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9091297 52.3774181, 4.9084403 52.3775086)"
7370846-1,7370846,10751398459,46414892,76.08023608018412,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9084403 52.3775086, 4.9073464 52.3776541)"
7370846-2,7370846,46414892,46416186,142.4597282464381,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9073464 52.3776541, 4.9052996 52.3779308)"
7370862-0,7370862,46395275,46395538,8.833690160535282,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9029509 52.3734988, 4.9030664 52.3735352)"
7370862-1,7370862,46395538,452388621,3.106593899783153,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9030664 52.3735352, 4.9031092 52.3735450)"
7370864-0,7370864,46394592,46397623,106.01001695721477,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(4.9026964 52.3733252, 4.9015434 52.3739666)"
7370866-0,7370866,452388570,297498379,3.769702494127796,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9014831 52.3740939, 4.9014963 52.3740899, 4.9015325 52.3740785)"
7370866-1,7370866,297498379,46398069,4.281163790215981,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9015325 52.3740785, 4.9015867 52.3740589)"
7370868-0,7370868,46394374,46392305,59.45704007204652,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9012209 52.3733068, 4.9013034 52.3732761, 4.9018866 52.3729615)"
7370868-1,7370868,46392305,46390816,71.13418830972998,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9018866 52.3729615, 4.9026583 52.3725298)"
7370870-0,7370870,46391243,7330236681,117.91186561888085,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(4.9039178 52.3726615, 4.9036071 52.3728199, 4.9036720 52.3728758, 4.9028959 52.3732960, 4.9027598 52.3733685)"
7370873-0,7370873,46386552,46389402,106.45545782798744,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9045827 52.3716557, 4.9034203 52.3722967)"
7370873-1,7370873,46389402,1291616898,37.125577864368545,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9034203 52.3722967, 4.9030150 52.3725203)"
7370873-2,7370873,1291616898,339379898,77.3653720924613,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9030150 52.3725203, 4.9021871 52.3729973)"
7370874-0,7370874,339379898,46393690,24.01530954820353,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(4.9021871 52.3729973, 4.9024298 52.3731541)"
7370874-1,7370874,46393690,46394592,26.28801389766812,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(4.9024298 52.3731541, 4.9026964 52.3733252)"
7370874-2,7370874,46394592,7330236681,6.465208625859475,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(4.9026964 52.3733252, 4.9027598 52.3733685)"
7370874-3,7370874,7330236681,46395275,19.469576716762692,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(4.9027598 52.3733685, 4.9029509 52.3734988)"
7370881-0,7370881,46399465,46400515,53.526343561083145,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(4.9025578 52.3743856, 4.9024867 52.3744029, 4.9019153 52.3745676, 4.9018404 52.3745833)"
7370884-0,7370884,46397847,46399188,78.21365511032562,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(4.9027543 52.3740141, 4.9026827 52.3740141, 4.9017008 52.3742876)"
7370890-0,7370890,46390324,452388619,10.070566994860062,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9063424 52.3724440, 4.9062151 52.3723977)"
7370895-0,7370895,46389118,46390862,48.16040557157791,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(4.9025189 52.3722485, 4.9021813 52.3724193, 4.9019825 52.3725310)"
7370896-0,7370896,46387375,46388630,44.330022536955134,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(4.9031901 52.3718645, 4.9027824 52.3720921, 4.9027437 52.3721135, 4.9027084 52.3721330)"
7370953-0,7370953,46402187,46402528,10.513113583679143,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(4.9038807 52.3749071, 4.9039745 52.3749822)"
7370968-0,7370968,46414348,2461631327,76.30000115592394,Allowed,Primary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9087437 52.3777784, 4.9082334 52.3778439, 4.9076468 52.3779247)"
7370980-0,7370980,2054127659,46414348,105.5084213906682,Allowed,Primary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9102609 52.3775771, 4.9087437 52.3777784)"
7371010-0,7371010,8370975581,1611116432,14.145220925548083,Allowed,Primary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9050575 52.3689032, 4.9048763 52.3688407)"
7371010-1,7371010,1611116432,1291468014,58.15123913185593,Allowed,Primary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9048763 52.3688407, 4.9045597 52.3687054, 4.9042272 52.3685633, 4.9041770 52.3685398)"
7371010-2,7371010,1291468014,46371507,6.1496154081075005,Allowed,Primary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9041770 52.3685398, 4.9041036 52.3685075)"
7371010-3,7371010,46371507,687796208,12.516059604392627,Allowed,Primary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9041036 52.3685075, 4.9039685 52.3684311)"
7371024-0,7371024,46381815,1531100262,61.550880460556165,Allowed,Primary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(4.9092828 52.3703871, 4.9097110 52.3705985, 4.9099449 52.3707615)"
